22,1e,Newfoundland and Labrador Programs,Immediate support measures to help businesses maintain their normal business operations.,Find out more,https://www.gov.nl.ca/covid-19/resources-2/
23,1f,Nova Scotia Programs,Immediate support measures to help businesses maintain their normal business operations.,Find out more,https://novascotia.ca/coronavirus/support/#support-for-business
24,1g+5a,Ontario - Employer Health Tax (EHT) Exemption Increase for 2020,The Ontario government is retroactively raising the Employer Health Tax (EHT) exemption to provide tax relief for businesses as a result of the COVID-19 pandemic.,Find out more,./guidance/ontario-employer-health-tax-eht-exemption-increase-for-2020.html
25,1g,Ontario – 5-Month Relief Period for Employer Health Tax (EHT) and Other Provincial Taxes,The Ontario government has provided a 5-month interest and penalty relief for Ontario businesses for some provincial taxes as a result of the COVID-19 pandemic.,Find out more,./guidance/ontario-5-month-relief-period-for-employer-health-tax-eht-and-other-provincial-taxes.html
26,1g,Ontario - Deferral of WSIB Premium Reporting and Payments,WSIB Ontario is providing some relief to employers by deferring WSIB premium reporting and payments in response to COVID-19.,Find out more,./guidance/ontario-deferral-of-wsib-premium-reporting-and-payments.html
27,1h,Prince Edward Island Programs,Immediate support measures to help businesses maintain their normal business operations.,Find out more,https://www.princeedwardisland.ca/en/topic/business-0
28,1i,Québec - Deferral of Tax Reporting and Payments,The Québec government has provided some relief to Québec taxpayers by extending due dates to provide more time to file and pay as a result of the COVID-19 pandemic.,Find out more,./guidance/quebec-deferral-of-tax-reporting-and-payments.html
29,1i+8c,Québec - 6-month Moratorium on Loan Repayments to La Financière agricole du Québec (FADQ),La Financière agricole du Québec (FADQ) is implementing measures to support agricultural producers by offering a six-month moratorium on loan repayments and by extending the enrolment date and the notices of assessment for their Crop Insurance Program.,Find out more,./guidance/quebec-6-month-moratorium-on-loan-repayments-to-la-financiere-agricole-clients.html
30,1i,"Québec - Emergency Funding for Small and Medium Companies (up to $50,000)​",The Québec government is offering emergency loans for businesses who are experiencing financial difficulties during the COVID-19 pandemic.,Find out more,./guidance/quebec-emergency-funding-for-small-and-medium-companies-up-to-50000.html
31,1i,"Québec - Investissement Québec - Loan or Loan Guarantee ($50,000 or greater)​",A new Québec government program that helps businesses and non-profits experiencing temporary cash flow issues.,Find out more,./guidance/quebec-investissement-quebec-loan-or-loan-guarantee-50000-or-greater.html
32,1i,Québec - Programme actions concertées pour le maintien en emploi (PACME–COVID-19),The Québec government is offering direct financial support to businesses to promote workforce skills training and human resource management.,Find out more,./guidance/quebec-programme-actions-concertees-pour-le-maintien-en-emploi-pacme-covid-19.html
33,1i+8a,Québec - Financial Help for the Maintenance of Essential Regional Air Services​,A financial assistance program for the provision of essential regional air services during the COVID-19 health emergency by subsidizing operating deficits.,Find out more,./guidance/quebec-financial-help-for-the-maintenance-of-essential-regional-air-services.html
34,1i,Québec - CNESST flexibility measures,CNESST financial relief package for Québec businesses.,Find out more,./guidance/quebec-cnesst-flexibility-measures.html
35,1j,Saskatchewan - Saskatchewan Small Business Emergency Payment Program (SSBEP),Financial assistance to small businesses in Saskatchewan that have been ordered to temporarily close or significantly curtail operations during the public emergency period due to a public health order to help control transmission of COVID-19.,Find out more,./guidance/saskatchewan-relief-for-saskatchewan-small-businesses.html
36,1k,Northwest Territories Programs,Immediate support measures to help businesses maintain their normal business operations.,Find out more,https://www.iti.gov.nt.ca/en/resources-businesses
37,1l,Nunavut Programs,Immediate support measures to help businesses maintain their normal business operations.,Find out more,https://gov.nu.ca/
38,1m,Yukon Programs,Immediate support measures to help businesses maintain their normal business operations.,Find out more,https://yukon.ca/en/covid-19-support-yukoners
39,1c,Manitoba - Deferral of WCB Premium Reporting and Payments ,WCB of Manitoba is providing some relief to employers by deferring payments and waiving penalties in response to COVID-19.,Find out more,./guidance/Manitoba-deferral-of-wcb-premium-reporting-and-payments.html
40,1j,Saskatchewan - Extended Due Dates for Tax Payments,Saskatchewan is assisting businesses that are unable to submit their Provincial Sales Tax (PST) returns due to cash flow concerns related to impacts of COVID-19.,Find out more,./guidance/saskatchewan-extended-due-dates-for-tax-payments.html
41,1j,Saskatchewan - WCB's Employer Relief Measures,The Saskatchewan Workers’ Compensation Board (WCB) is introducing relief measures for employers who are unable to pay their WCB premium payments.,Find out more,./guidance/saskatchewan-wcbs-employer-relief-measures.html
42,1j,Saskatchewan - Self-Isolation Support Program,The Self-Isolation Support Program is targeted at Saskatchewan workers forced to self-isolate in order to curb the spread of COVID-19.,Find out more,./guidance/saskatchewan-self-isolation-support-program.html
